OrderID,CustomerName,CoffeeType,Quantity,TotalPrice($),OrderTime,PaymentMethod,StoreLocation
c1a6423b-9f64-4eed-9c9d-927d84b871bb,Vernon,Mocha,2,10.0,2025-01-09 05:47:04.636600,Mobile Payment,East Josephberg
e17f29e1-7028-4046-89bc-473fed7bf656,Helen,Cold Brew,1,4.5,2024-11-11 17:20:15.306734,Cash,Lake Eric
687213f9-8d60-4936-8380-2b708d03c91e,Christopher,Iced Latte,3,15.0,2025-04-19 15:59:44.194321,Cash,South Staceyberg
4ab7706e-b773-40ca-aec2-59dc7f95897c,William,Cold Brew,1,4.5,2024-12-09 11:09:55.249596,Cash,Bairdbury
6232b17a-2507-4181-8d1f-b54074eff545,James,Cold Brew,2,9.0,2025-02-06 22:59:40.700396,Credit Card,Port Chad
6a39aaa6-daba-450d-8a3d-d859c5ce099c,Matthew,Americano,1,3.5,2025-03-13 08:00:48.229769,Cash,Loriport
96418ced-d664-4264-8c6e-27ffb9de7a3a,Bethany,Latte,3,13.5,2025-02-18 00:17:25.171791,Mobile Payment,South Amanda
c34b9fbb-8d4a-45b8-951a-c8ea585a0afa,Amy,Flat White,3,12.0,2025-01-11 16:03:39.754249,Credit Card,Mollybury
db23aa8c-3bca-4f85-a20a-60ac9261549d,Kimberly,Flat White,2,8.0,2024-10-28 12:37:45.034699,Credit Card,Thorntonfurt
cada4f80-a9e7-42d4-bd08-b32c62d60e93,Lori,Cold Brew,1,4.5,2025-04-17 13:53:14.264131,Mobile Payment,Hannaberg
54fd9ad3-9716-408e-b721-69bb80962718,Molly,Espresso,3,9.0,2025-03-29 02:48:23.419055,Mobile Payment,Garciamouth
68f45bce-24e7-4e8e-b8f2-142303edd1f8,Monica,Latte,2,9.0,2025-04-15 14:18:33.813780,Cash,South Kimberlyview
65c17795-b155-46bc-9f8d-ed9756abf2f1,Debra,Flat White,3,12.0,2025-03-25 00:34:25.980211,Mobile Payment,Finleyfort
9e11d2cd-0930-4ef6-8a80-068ddf547e50,Casey,Macchiato,3,12.6,2025-02-12 18:13:16.560001,Cash,Wendyland
c2a79689-1933-418c-ba74-57616f18c108,Cynthia,Americano,1,3.5,2025-03-28 19:44:56.156662,Cash,Jacksonport
530a37df-0bc6-4066-8769-165fe746ccb9,Laura,Americano,3,10.5,2024-12-13 02:31:29.030936,Mobile Payment,Ryanbury
ae8a7813-90e0-495b-a97c-392387fa841a,Laura,Cold Brew,1,4.5,2024-11-20 14:02:34.910251,Cash,New Monicabury
24a35cf2-9549-4931-a9af-299d7f671eec,Jesse,Flat White,3,12.0,2025-02-13 23:45:41.520867,Cash,Scotttown
e6b5a92c-771a-4655-8dfc-6ee0e61ede90,Keith,Mocha,2,10.0,2025-01-28 07:47:42.955291,Credit Card,South Sierrashire
6c9f82b9-f647-4986-a391-7c994c955f6a,Hannah,Americano,3,10.5,2025-01-11 22:35:35.506430,Cash,Jamesfurt
3cb98350-1b4d-40fe-bbb3-8605da743152,Patrick,Cold Brew,1,4.5,2024-12-25 01:50:47.278102,Mobile Payment,Victoriaport
a881bfd3-d47d-477b-ba5a-91ca059dd55d,Randy,Latte,1,4.5,2024-10-22 00:54:21.717412,Cash,New Julieport
9b689c88-3ae9-49fe-8c82-18dac696f5e6,Laurie,Iced Latte,2,10.0,2024-11-29 12:46:41.009662,Cash,New John
a8c01f05-c478-46f1-b88e-c318c16d83ed,Erin,Latte,3,13.5,2024-11-14 12:35:30.387099,Cash,Lake Debbieport
945ef2e4-088a-43ec-b0d9-c9f8c9e26074,Michael,Cappuccino,3,12.0,2024-11-13 13:04:47.443240,Credit Card,Markchester
c958e75e-21d5-4971-b367-49b52cf6bf75,Amber,Cold Brew,2,9.0,2025-04-15 21:01:25.450537,Credit Card,Mariaview
7b5a611a-f1b6-4afe-931e-df1ae9ff1cae,Tammy,Americano,3,10.5,2024-12-13 10:17:39.374976,Credit Card,Lindamouth
c1101266-2408-46dc-9346-d1a9f6802cdb,Tammy,Espresso,3,9.0,2025-03-26 13:15:42.254852,Cash,Coffeyside
6502d6a2-ca6a-4224-971e-16cc5da36f1b,Alexander,Flat White,1,4.0,2025-01-26 11:52:38.353735,Cash,Richardsonview
a377f6f1-d289-40ab-a18a-e30595a5bafa,Shelby,Flat White,3,12.0,2024-11-09 08:02:27.561542,Credit Card,South Angel
53f8382b-8fb8-44e4-b173-8856e25d36eb,Rose,Cold Brew,3,13.5,2024-11-29 23:07:39.533288,Credit Card,Lake Madisonport
23c86d30-1dde-4969-a886-13dba6348e78,Brandon,Flat White,2,8.0,2024-10-27 08:26:24.140405,Mobile Payment,Wilsonbury
637e4b01-22ba-410e-899c-a782e3236d1a,Shawn,Iced Latte,2,10.0,2025-02-19 22:29:04.299016,Mobile Payment,Matthewsberg
19597b5a-a7a8-4636-aa35-df59e2aa7a5d,Martha,Cold Brew,1,4.5,2025-02-09 22:17:06.958184,Cash,Antoniostad
f3579560-71d7-4665-b181-8dcf379efc6e,Joel,Americano,3,10.5,2024-12-25 18:10:19.180604,Credit Card,Amystad
30974b2b-46a0-4a9b-a5ec-7acd0f8035f5,Tammy,Americano,3,10.5,2025-04-11 18:33:20.999959,Cash,Davisborough
f8999246-98de-4ebb-a3b5-cecea446be72,Andrew,Iced Latte,3,15.0,2025-03-13 03:58:15.683341,Cash,East Kristin
c3e15a85-d46e-4104-9190-6f5034885a46,Angela,Macchiato,1,4.2,2025-02-04 14:04:20.731883,Cash,West Kim
00b9d4a3-9892-40ac-a689-33a9c9e48e8c,Joshua,Espresso,1,3.0,2025-04-18 03:56:54.983587,Mobile Payment,New John
ddcf8766-a93b-42cd-9c24-220e2cabd7e7,Anthony,Cold Brew,2,9.0,2024-10-23 06:31:42.318419,Mobile Payment,New Mario
20733f6d-0d6a-45b3-83ef-20162c9b662e,Judy,Iced Latte,1,5.0,2025-01-24 13:56:24.659185,Cash,South Shanestad
73b6a09b-1bea-46ac-97fa-7f0483639007,William,Espresso,3,9.0,2025-04-11 02:48:26.536584,Mobile Payment,Lake Kristahaven
f6ca6b8b-a4b1-4991-b542-46464d37a539,Anthony,Latte,3,13.5,2025-04-20 19:43:20.512161,Cash,Simmonsville
718d4d05-e8e2-4743-b65f-eea97d824264,Charles,Latte,1,4.5,2024-11-04 07:20:02.853758,Mobile Payment,North David
8c611654-95da-45c1-a211-50f99fd34579,Jennifer,Latte,3,13.5,2024-12-29 01:58:37.763372,Mobile Payment,Shawnchester
1d4a3d81-b3a7-40e0-8b08-587d1963c26d,Melissa,Americano,3,10.5,2025-02-16 08:45:37.755845,Credit Card,South Shannon
d3d1bf0f-56c4-48e4-a9ef-afb13a7e8e14,Shawn,Latte,1,4.5,2025-01-04 11:40:02.635439,Mobile Payment,West Ronaldview
afd380c4-2713-482c-b41e-a3ac5fd23109,Sandra,Americano,1,3.5,2024-11-01 19:30:33.009055,Mobile Payment,North Ryanstad
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,Brenda,Espresso,3,9.0,2025-01-31 01:27:03.997150,Mobile Payment,Elizabethchester
f0ede303-aa53-419c-9fa4-bb9f5a856750,Karen,Latte,3,13.5,2025-03-28 00:05:36.066601,Credit Card,West Carolinestad
36760ce5-81e5-49f6-93f2-77cc1a85910d,Eric,Iced Latte,3,15.0,2025-01-16 13:39:14.622627,Credit Card,West Meganstad
92f837d4-4750-4f1d-833a-1f6c1d691fba,Jeremy,Mocha,2,10.0,2025-01-06 21:09:05.001030,Cash,New Sarahview
b3e4110a-45f5-4c52-ae2f-bf77076979d6,Kathryn,Macchiato,2,8.4,2025-04-06 18:12:35.048487,Cash,Adamberg
11d059b2-6699-4d99-a847-bce790fa6b57,Donald,Mocha,2,10.0,2025-02-13 03:01:49.416790,Credit Card,North Julieborough
5744f596-7422-4167-ab7a-2460604e46cb,Eric,Cappuccino,1,4.0,2024-12-16 10:33:15.554871,Mobile Payment,Kimberlyshire
0d77c5a0-e222-46a6-95bf-be9798a21f1c,Eric,Mocha,2,10.0,2025-03-07 06:13:27.607242,Credit Card,Lake Christophermouth
9b69554d-7c54-435f-ac8c-3b6aa974d079,Scott,Macchiato,1,4.2,2024-12-09 10:02:05.834251,Cash,West Russellport
7c93f6cc-97d7-4560-adb1-4670ad9fb00d,Alison,Espresso,1,3.0,2024-12-15 20:27:28.919420,Credit Card,South Tracey
4d29d1ab-3455-42f7-81f7-c7ec0e0630cd,Sierra,Latte,2,9.0,2025-03-09 14:47:32.326585,Cash,Keithville
6e3f683a-bf3c-4140-bf54-a51101fa964e,Gregory,Iced Latte,2,10.0,2024-12-28 22:55:27.002504,Cash,New Angelica
12738a23-5aaa-432f-8e63-22b6ab05347f,Randy,Iced Latte,2,10.0,2025-03-04 23:55:48.897454,Credit Card,Smithland
6de59332-9364-43d0-9024-bdc6dcb33df3,Ashley,Cappuccino,3,12.0,2025-02-27 01:22:44.640224,Credit Card,Robertsfurt
2bffe17b-5324-41fc-b758-dce20556daea,Laurie,Latte,2,9.0,2025-02-10 09:07:06.272236,Cash,Christopherville
6683e107-96c0-44d0-af88-7f283e49fd09,Alexandria,Macchiato,3,12.6,2024-12-31 19:04:52.160930,Credit Card,Juliebury
138d994c-2b0a-4edd-8774-44cb5543fc3c,William,Cappuccino,1,4.0,2024-11-10 08:55:28.095008,Credit Card,Port Michael
a53bc024-d1a6-4d87-b54e-2019ba35844e,Lisa,Iced Latte,3,15.0,2024-12-02 16:24:14.482763,Mobile Payment,West James
c257cf73-c29d-482b-a722-796e9a36d1ec,Diana,Mocha,2,10.0,2024-11-21 21:25:05.269751,Mobile Payment,Marshallshire
ae5ec365-72eb-4474-9458-054ec2874f06,Sandra,Iced Latte,1,5.0,2025-01-31 14:10:40.882497,Cash,Michellemouth
780b3657-117b-455b-b094-4bdb26a524e3,Scott,Iced Latte,1,5.0,2024-12-14 19:55:54.894984,Credit Card,Brittanystad
7634c169-4f76-4388-92fe-28bf81e0d489,Shannon,Latte,1,4.5,2024-10-30 22:38:19.627558,Cash,Chaseland
626d719d-81cf-4252-9815-9d6c9d713084,Steven,Mocha,3,15.0,2025-01-29 17:36:17.401952,Cash,South Reginashire
9ae1a991-524f-43ff-b030-7633a6ded1d8,Thomas,Latte,2,9.0,2024-11-17 02:16:37.145277,Mobile Payment,South Dalemouth
812a1f9b-1596-4802-b6dd-6257fb7d9f1c,Debbie,Iced Latte,1,5.0,2024-10-27 16:53:39.683526,Cash,Ritterhaven
5d286aa4-28a3-4779-9c1c-351785d2d0a6,Nathan,Mocha,1,5.0,2024-12-11 04:38:33.787696,Credit Card,Schroederton
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,Cameron,Americano,1,3.5,2024-11-06 19:24:52.086695,Mobile Payment,Mitchellberg
a9e27ba9-952e-4abb-94dd-5061555736f8,Donald,Macchiato,3,12.6,2024-12-23 09:48:57.668186,Cash,Andersonland
a4bbf962-606e-4e1c-8f15-84494f40c22f,Latasha,Mocha,3,15.0,2025-03-17 23:34:21.854498,Mobile Payment,Lake Ellenhaven
4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,Henry,Cold Brew,2,9.0,2024-11-28 15:41:59.006860,Credit Card,Leeberg
d82c7565-4bb9-47ec-93c1-175427aa7cbc,Kristin,Espresso,3,9.0,2025-01-21 05:21:27.678066,Cash,Lake Matthewberg
29890880-277d-4be9-a070-b6a198e52499,Henry,Flat White,1,4.0,2025-02-24 00:25:46.302367,Credit Card,Lake Samuel
b836c448-ad26-4ec5-9d42-b9e9692e07b6,John,Espresso,2,6.0,2025-01-09 15:14:11.831580,Cash,Karenmouth
